1|"Palani"
2|
4|"S. Andaman"
5|"N Andaman"
6|"M Andaman"
7|"Vanur"
8|"Gingee"
9|"Chengelpattu"
11|"Namakkal"
12|"Saidapet"
13|"Vrithachalam"
14|"Chengam"
15|"Chengum"
17|"V.R.P."
18|"Tindivanam"
19|"Vedaranyam"
20|"Kumbakonam"
21|"Namakkkal"
22|"Kodaikanal"
23|"Alangudi"
24|"Pattukkottai"
25|"Panruti"
26|"Ulundurpettai"
