911|"Randia dumetorum (Retz.) Poiret"
912|"Cadaba fruticosa (L.) Druce"
913|"Barleria longiflora L.f."
914|"Cordia obliqua Willd."
915|"Cascabela thevetia (L.) Lippold"
917|"Gmelina asiatica L."
918|"Elaeodendron  glaucum (Rottb.) Pers."
919|"Maclura spinosa (Willd.) C.C. Berg"
921|"Aristolochia indica L."
922|"Wrightia tinctoria (Roxb.) R.Br."
923|"Jatropha tanjorensis Ellis et Saroja"
927|"Annona squamosa L."
929|"Cipadessa baccifera (Roth) Miq."
930|"Rhynchosia courtallensis Maesen"
931|"Solanum erianthum D.Don"
933|"Cassia fistula L."
934|"Grewia tiliifolia Vahl"
935|"Pterolobium hexapetalum (Roth) Santapau et Wagh"
936|"Phyllanthus polyphyllus Willd."
937|"Litsea deccanensis Gamble"
938|"Peperomia blanda (Jacq.) Kunth"
940|"Vitex altissima L.f."
941|"Erythroxylum monogynum Roxb."
942|"Helicanthes elastica (Desr.) Danser"
945|"Breynia retusa (Dennst.) Alston"
950|"Ardisia solanacea Roxb."
951|"Asystasia chelonoides Nees"
952|"Elaeagnus indica Servettaz"
953|"Rubus niveus Thunb."
954|"Dolichos trilobus L."
957|"Leucas sp."
958|"Thunbergia fragrans Roxb. var. laevis C.B.Clarke"
959|"Calotropis gigantea (L.) R.Br."
962|"Evolvulus alsinoides (L.) L."
963|"Tridax procumbens L."
964|"Pavonia odorata Willd."
965|"Dracaena reflexa Lam. cv. "Variegata""
966|"Enterolobium cyclocarpum (Jacq.) Griseb."
968|"Mangifera indica L."
969|"Artocarpus altilis (Park.) Fosb."
971|"Campsis radicans (L.) Seem. ex Bureau"
972|"Hippobroma longiflora (L.) G.Don"
973|"Piper nigrum L."
975|"Opilia amentacea Roxb."
978|"Delonix regia (Hook.) Raf."
979|"Baphia massaiensis Taub."
980|"Plumeria obtusa L. var. obtusa"
981|"Ochna kirkii D.Oliver"
983|"Bignonia sp."
984|"Homalocladium sp."
985|"Muntingia calabura L."
986|"Portulaca sp."
988|"Ruellia sp."
990|"Chionanthus mala-elengi (Dennst.) P.S.Green"
991|"Diospyros melanoxylon Roxb."
992|"Cyphostemma setosum (Roxb.) Alston"
993|"Manilkara hexandra (Roxb.) Dubard"
994|"Maytenus emarginata (Willd.) Ding Hou"
998|"Prosopis juliflora (Sw.) DC."
1001|"Chloroxylon swietenia DC."
1002|"Senegalia chundra (Roxb. ex Rottler ) Masl."
1004|"Olax scandens Roxb."
1005|"Cajanus scarabaeoides (L.) Thouars"
1006|"Scurrula parasitica L."
1007|"Turnera ulmifolia L."
1008|"Gisekia pharnaceoides L."
1009|"Desmanthus virgatus (L.) Willd."
1010|"Gomphrena globosa L."
1011|"Mollugo pentaphylla L."
1012|"Premna latifolia Roxb. var. cuneata Clarke"
1013|"Cissus vitiginea L."
1015|"Andrographis paniculata (Burm.f.) Wall. ex Nees"
1016|"Phyllanthus urinaria L."
1018|"Guaiacum officinale L."
1020|"Holarrhena sp."
1022|"Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum."
1023|"Galphimia glauca Cav."
1024|"Cananga odorata (Lam.) Hook.f. et Thomson"
1025|"Trianthema portulacastrum L."
1026|"Derris sp. ?"
1027|"Saraca thaipingensis Cantley"
1028|"Eugenia uniflora L."
1034|"Cananga sp."
1036|"Catharanthus roseus (L.) G.Don"
1038|"Tropaeolum majus L."
1039|"Ipomoea indica (Burm.f.) Merr."
1040|"Bidens pilosa L."
1041|"Erigeron karvinskianus DC."
1042|"Ammi majus L."
1043|"Ageratum houstonianum Mill."
1044|"Solanum nigrum L."
1045|'"Oenothera rosea L''Her. ex Aiton"'
1047|"Euphorbia heterophylla L."
1049|"Parthenium hysterophorus L."
1051|"Capsicum frutescens L."
1052|"Richardia scabra L."
1054|"Solanum hispidum Pers."
1055|"Tithonia diversifolia (Hemsley) A.Gray"
1056|"Oxalis debilis Kunth var. corymbosa (DC.) Lourteig"
1057|"Luffa cylindrica (L.) M.Roemer"
1058|"Cleome monophylla L."
1060|"Jacaranda mimosifolia D.Don"
1061|"Physalis minima L."
1062|"Coffea arabica L."
1063|"Argemone mexicana L."
1064|"Solanum anguivi Lam."
1065|"Crotalaria laburnifolia L."
1066|"Thunbergia erecta (Benth.) T.Anderson"
1067|"Euphorbia sp."
1070|"Amaranthus spinosus L."
1071|"Euphorbia milii Des Moul."
1073|"Combretum indicum (L.) DeFilipps"
1075|"Sonchus oleraceus L."
1077|"Leucas indica (L.) R.Br. ex Vatke"
1080|"Arisaema leschenaultii Blume"
1081|"Passiflora edulis Sims"
1082|"Passiflora subpeltata Ortega"
1083|"Jasminus sambac (L.) Aiton"
1084|"Lepidium sativum L."
1085|"Lantana camara L."
1086|"Colocasia esculenta (L.) Schott"
1088|"Drypetes porteri (Gamble) Pax et K. Hoffm."
1089|"Excoecaria sp."
1090|"Adansonia digitata L."
1091|"Ehretia laevis Roxb.  ???"
1092|"Cryptolepis buchanani Roemer et Schultes"
1093|"Cereus pterogonus Lemaire"
1095|"Heliconia psittacorum L.f."
1096|"Artabotrys hexapetalus (L.f.) Bhandari"
1097|"Tabernaemontana divaricata (L.) R. Br. Ex Roem. et Schult."
1098|"Diplocyclos palmatus (L.) C.Jeffrey"
1101|"Evolvulus nummularius (L.) L."
1103|"Clitoria ternatea L."
1106|"Spermacoce hispida L."
1107|"Ruellia tuberosa L."
1109|"Achyranthes aspera L."
1111|"Indigofera nummulariifolia (L.) Livera ex Alston"
1112|"Rothia indica (L.) Druce"
1113|"Basella alba L."
1114|"Utricularia stellaris L.f."
1118|"Stylosanthes fruticosa (Retz.) Alston"
1119|"Waltheria indica L."
1120|"Sida cordifolia L."
1121|"Cissus quadrangularis L."
1124|"Gomphrena celosioides C.Martius"
1125|"Tribulus terrestris L."
1126|"Cucumis maderaspatanus L."
1128|"Zornia gibbosa Spanoghe"
1129|"Polycarpaea corymbosa (L.) Lam."
1130|"Benkara malabarica (Lam.) Tirv."
1131|"Melochia corchorifolia L."
1134|"Xenostegia tridentata (L.) D.F. Austin et Staples"
1135|"Alysicarpus monilifer (L.) DC."
1136|"Carica papaya L."
1137|"Quassia amara L."
1139|"Cheniella corymbosa (Roxb. ex DC.) R. Clark et Mackinder"
1140|"Cydista aequinoctialis (L.) Miers"
1141|"Rivea hypocrateriformis (Desr.) Choisy"
1142|"Azima tetracantha Lam."
1143|"Xyris pauciflora Willd."
1144|"Striga asiatica (L.) Kuntze"
1145|"Crotalaria medicaginea Lam."
1146|"Butea monosperma (Lam.) Taub."
1147|"Ruellia affinis (Schrad.) Lindau"
1149|"Pentanema indicum (L.) Ling"
1150|"Tragia involucrata L."
1151|"Crotalaria hebecarpa (DC.) Rudd"
1153|"Sterculia urens Roxb."
1154|"Boerhavia diffusa L."
1155|"Ficus mollis Vahl"
1157|"Lepisanthes tetraphylla (Vahl) Radlk."
1158|"Barleria prionitis L."
1159|"Ecbolium ligustrinum (Vahl) Vollesen"
1160|"Tecoma stans (L.) Kunth"
1165|"Nyctanthes arbor-tristis L."
1166|"Strychnos potatorum L.f."
1167|"Euphorbia tirucalli L."
1168|"Ichnocarpus frutescens (L.) R.Br."
1169|"Drypetes sepiaria (Wight et Arn.) Pax et Hoffm."
1170|"Pupalia lappacea (L.) A.L.Juss. var. lappacea"
1172|"Pleiospermium alatum (Wight et Arn.) Swingle"
1173|"Solanum torvum Sw."
1174|"Santalum album L."
1176|"Limonia acidissima L."
1177|"Senegalia caesia (L.) Muslin, Seigler et Ebinger"
1178|"Justicia gendarussa Burm.f."
1179|"Sphaeranthus indicus L."
1180|"Ipomoea fistulosa C.Martius ex Choisy"
1181|"Vigna trilobata (L.) Verdc."
1182|"Drimiopsis botryoides Baker ssp. botryoides"
1183|"Monoon longifolium (Sonn.) B. Xue et R.M.K. Saunders"
1186|"Acacia holosericea G.Don"
1187|"Gardenia gummifera L.f."
1188|"Combretum albidum G. Don"
1190|"Plumeria obtusa L.var. sericifolia (Wright) Woodson"
1191|"Pamburus missionis (Wight) Swingle"
1194|"Ficus benghalensis L. var. krishnae C.DC."
1196|"Jasminum angustifolium (L.) Willd."
1197|"Cordia monoica Roxb."
1198|"Lantana camara L. var. aculeata (L.) Moldenke"
1200|"Hibiscus vitifolius L."
1201|"Vallaris solanacea (Roth) Kuntze"
1202|"Datura metel L."
1203|"Acalypha indica L."
1205|"Ocimum filamentosum Forssk."
1206|"Solanum trilobatum L."
1207|"Acacia torta (Roxb.) Craib"
1208|"Reissantia indica (Willd.) N.Hall?"
1211|"Symphorema involucratum Roxb."
1212|"Abutilon indicum (L.) Sweet"
1214|"Atalantia monophylla (L.) Corr?a"
1216|"Polyalthia suberosa (Roxb.) Thwaites"
1217|"Cleome felina L.f."
1218|"Madhuca longifolia (L.) J.F. Macbride"
1219|"Rauvolfia tetraphylla L."
1220|"Ehretia pubescens Benth."
1222|"Heliotropium sp."
1227|"Cynanchum sarcomedium Meve et Liede"
1228|"Chlorophytum tuberosum (Roxb.) Baker"
1233|"Grewia carpinifolia A.L. Juss."
1236|"Euphorbia nivulia Buch.-Ham."
1237|"Garcinia spicata (Wight et Arn.) Hook.f."
1238|"Lindernia ciliata (Colsm.) Pennell"
1239|"Lindernia pusilla (Willd.) Bold."
1240|"Eriocaulon dianae Fyson"
1242|"Ocimum adscendens Willd."
1243|"Andrographis affinis Nees"
1244|"Euphorbia thymifolia L."
1245|"Nymphaea pubescens Willd."
1246|"Utricularia aurea Lour."
1247|"Blumea obliqua (L.) Druce"
1248|"Schoenoplectus articulatus (L.) Palla"
1250|"Cordia domestica Roth"
1251|"Spondias pinnata (L.f.) Kurz"
1253|"Indigofera aspalathoides Vahl ex DC."
1255|"Huberantha korinti (Dunal) Chaowasku"
1256|"Mollugo nudicaulis Lam."
1257|"Albizia odoratissima (L.f.) Benth."
1258|"Lindernia tenuifolia (Colsm.) Alston"
1260|"Marsilea quadrifolia L."
1261|"Aristida setacea Retz."
1262|"Elytraria acaulis (L.f.) Lindau"
1263|"Chloris inflata Link"
1265|"Kyllinga melanosperma Nees"
1266|"Brachiaria ramosa (L.) Stapf"
1268|"Cyanotis cristata (L.) D.Don"
1269|"Cyperus distans L.f."
1270|"Alloteropsis cimicina (L.) Stapf"
1271|"Aerva sanguinolenta (L.) Blume"
1272|"Fimbristylis cymosa R.Br."
1273|"Eragrostiella brachyphylla (Stapf) Bor"
1276|"Grewia hirsuta Vahl"
1278|"Perotis indica (L.) Kuntze"
1280|"Zornia diphylla (L.) Pers."
1282|"Digitaria longiflora (Retz.) Pers."
1283|"Cyperus castaneus Willd."
1284|"Indigofera prostrata Willd."
1285|"Pseudarthria viscida (L.) Wight et Arn."
1286|"Chloris dolichostachya Lagasca"
1290|"Bothriochloa pertusa (L.) A.Camus"
1292|"Sacciolepis curvata (L.) Chase"
1293|"Jacquemontia paniculata (Burm.f.) Hallier f."
1294|"Selaginella sp."
1295|"Euphorbia antiquorum L."
1300|"Eriocaulon quinquangulare L."
1301|"Cyperus haspan L."
1302|"Canscora roxburghii Arn. ex Miq."
1303|"Drosera burmannii Vahl"
1304|"Fuirena capitata (Burm.f.) T.Koyama"
1305|"Selaginella bryopteris (L.) Baker"
1306|"Utricularia caerulea L."
1307|"Utricularia polygaloides Edgew."
1309|"Trichuriella monsoniae (L.f.) Bennet"
1310|"Eragrostis pilosa (L.) P.Beauv."
1311|"Fimbristylis schoenoides (Retz.) Vahl"
1312|"Limnophila indica (L.) Druce"
1313|"Rotala verticillaris L."
1314|"Nesaea lanceolata (Wight et Arn.) Koehne"
1315|"Sporobolus tremulus (Willd.) Kunth"
1317|"Fimbristylis acuminata Vahl"
1318|"Monochoria vaginalis (Burm.f.) C.Presl"
1319|"Polytrias indica (Houtt.) J.F. Veldkamp"
1320|"Centranthera tranquebarica (Spreng.) Merr."
1321|"Bacopa floribunda (R.Br.) Wettst."
1322|"Dodonaea viscosa Jacq. var. angustifolia (L.f.) Benth."
1325|"Crotalaria nana Burm.f."
1326|"Triumfetta rhomboidea Jacq."
1328|"Capparis brevispina DC."
1329|"Discospermum apiocarpum Dalzell ex Hook. f."
1330|"Oropetium thomaeum (L.f.) Trin."
1332|"Dioscorea oppositifolia L."
1335|"Cymbopogon martini (Roxb.) W. Watson"
1336|"Aeschynomene indica L."
1337|"Eragrostis viscosa (Retz.) Trin."
1338|"Strychnos nux-vomica L."
1341|"Ziziphus mauritiana Lam."
1343|"Oryza sativa L."
1344|"Tephrosia purpurea (L.) Pers."
1345|"Allmania nodiflora (L.) R.Br. ex Wight"
1349|"Fuirena uncinata (Willd.) Kunth"
1350|"Pycreus polystachyos (Rottb.) P.Beauv."
1352|"Ceratopteris thalictroides (L.) Brongn."
1353|"Eleocharis atropurpurea (Retz.) C.Presl"
1354|"Isoetes coromandeliana L."
1355|"Sida rhombifolia L."
1356|"Pseudoraphis spinescens (R.Br.) Vick."
1358|"Boerhavia erecta L."
1359|"Spermacoce ocymoides Burm.f."
1360|"Catharanthus roseus (L.) G.Don cv. "Ocellatus""
1361|"Catharanthus roseus (L.) G.Don cv. "Albus""
1362|"Micrococca mercurialis (L.) Benth."
1364|"Bauhinia vahlii Wight et Arn."
1366|"Solanum seaforthianum Andrews"
1367|"Solanum macranthum Dunal"
1370|"Gmelina arborea Roxb."
1372|"Plumbago auriculata Lam."
1373|"Pavonia zeylanica (L.) Cav."
1374|"Ficus amplissima Smith"
1375|"Petrea volubilis L."
1376|"Stemodia viscosa Roxb."
1379|"Solanum melongena L. var. insanum (L.) Prain"
1381|"Parkinsonia aculeata L."
1382|"Acacia mellifera (Vahl) Benth."
1383|"Hamelia patens Jacq."
1384|"Andira inermis Kunth"
1385|"Senna occidentalis (L.) Link"
1387|"Antigonon leptopus Hook. et Arn."
1388|"Allamanda blanchetii A.DC."
1389|"Chonemorpha fragrans (Moon) Alston"
1390|"Trichodesma zeylanicum (Burm.f.) R.Br."
1391|"Pterocarpus santalinus L.f."
1392|"Grewia asiatica L."
1393|"Portulaca quadrifida L."
1394|"Kleinhovia hospita L."
1395|"Bauhinia monandra Kurz"
1397|"Torenia fournieri Linden ex Fourn."
1400|"Guazuma ulmifolia Lam."
1401|"Dyschoriste sp."
1402|"Khaya senegalensis (Desr.) Adr.Juss."
1404|"Coccoloba uvifera (L.) L."
1405|"Talinum fruticosum (L.) Juss."
1406|"Psidium guajava L."
1408|"Blumea eriantha DC."
1409|"Polygonum plebeium R.Br."
1410|"Leucas biflora (Vahl) R.Br."
1411|"Jatropha glandulifera Roxb."
1412|"Justicia glauca Rottler"
1413|"Acalypha fruticosa Forssk."
1414|"Rostellularia diffusa (Willd.) Nees"
1415|"Pouzolzia auriculata Wight"
1416|"Aganosma cymosa (Roxb.) G.Don"
1417|"Barringtonia acutangula (L.) Gaertn."
1419|"Sida glabra Mill."
1420|"Pedalium murex L."
1421|"Hymenodictyon orixense (Roxb.) Mabb."
1422|"Helicteres isora L."
1423|"Hibiscus sabdariffa L."
1424|"Commelina benghalensis L."
1425|"Alstonia macrophylla Wall. ex G.Don"
1426|"Pupalia lappacea (L.) A.L.Juss."
1427|"Porana paniculata Roxb."
1428|"Jasminum grandiflorum L."
1429|"Lantana lilacina Desf."
1430|"Leucas diffusa Benth."
1431|"Acacia auriculiformis A.Cunn. ex Benth."
1432|"Sesbania bispinosa (Jacq.) W.Wight"
1433|"Tephrosia maxima (L.) Pers."
1434|"Hibiscus surattensis L."
1435|"Anisomeles indica (L.) Kuntze"
1437|"Leonotis nepetifolia (L.) R.Br."
1438|"Barleria cristata L."
1439|"Celosia argentea L."
1440|"Acacia farnesiana (L.) Willd."
1441|"Polygala elongata Klein ex Willd."
1442|"Canna indica L."
1443|"Tephrosia villosa (L.) Pers."
1445|"Indigofera hirsuta L."
1446|"Thunbergia species"
1447|"Eleiotis monophylla (Burm.f.) DC."
1448|"Justicia adhatoda L."
1449|"Thevetia peruviana (Pers.) Merr.  DISCARDED"
1450|"Caesalpinia pulcherrima (L.) Sw."
1451|"Zaleya decandra (L.) Burm. f."
1453|"Catharanthus pusillus (Murray) G.Don"
1454|"Cajanus cajan (L.) Huth"
1455|"Pithecellobium dulce (Roxb.) Benth."
1456|"Euphorbia leucocephala Lotsy"
1457|"Eranthemum pulchellum Andr."
1458|"Cochlospermum religiosum (L.) Alston"
1460|"Garuga pinnata Roxb."
1461|"Crossandra infundibuliformis (L.) Nees"
1462|"Dicliptera cuneata Nees"
1463|"Rhinacanthus nasutus (L.) Kurz"
1464|"Gardenia resinifera Roth"
1465|"Peristrophe bicalyculata (Retz.) Nees"
1466|"Justicia decussata Roxb."
1467|"Cassia grandis L.f."
1468|"Bauhinia galpinii N.E.Br."
1469|"Andrographis alata (Vahl) Nees"
1470|"Jasminum calophyllum Wallich ex A.DC."
1471|"Crotalaria verrucosa L."
1472|"Salvadora persica L."
1473|"Premna serratifolia L."
1474|"Ficus tsjakela Rheede ex Burm.f."
1475|"Crateva adansonii DC."
1476|"Marsilea minuta L."
1477|"Aeluropus lagopoides (L.) Trin. ex Thwaites"
1480|"Hildegardia populifolia (Roxb.) Schott et Endl."
1481|"Cleome gynandra L."
1482|"Turnera ulmifolia L. var. angustifolia Willd. ex Urban"
1483|"Biophytum sensitivum (L.) DC."
1484|"Enicostema axillare (Lam.) A.Raynal"
1486|"Phyllanthus rotundifolius Klein ex Willd."
1487|"Kyllinga bulbosa P.Beauv."
1488|"Corchorus aestuans L."
1490|"Indigofera trita L.f."
1491|"Apluda mutica L."
1493|"Eugenia roxburghii DC."
1496|"Lindernia parviflora (Roxb.) Haines"
1498|"Semecarpus anacardium L.f."
1499|"Anacardium occidentale L."
1500|"Pouzolzia zeylanica (L.) Bennett"
1501|"Opuntia monacantha (Willd.) Haw."
1502|"Macrotyloma ciliatum (Willd.) Verdc."
1503|"Exacum pedunculatum L."
1504|"Tricholepis radicans DC."
1505|"Acanthospermum hispidum DC."
1506|"Trichodesma indicum (L.) R.Br."
1507|"Phyllanthus maderaspatensis L."
1508|"Tetrastigma leucostaphylum (Dennst.) Alston ex Mabb."
1509|"Phyllanthus emblica L."
1510|"Celtis philippensis Blanco"
1511|"Premna obtusifolia R.Br. f. serratifolia (L.) Moldenke"
1512|"Cyperus exaltatus Retz."
1513|"Zehneria scabra (L.f.) Sonder"
1514|"Thecagonum pteritum (Blume) Babu"
1515|"Heliotropium bracteatum R.Br."
1516|"Grewia orbiculata Rottler"
1518|"Pavonia procumbens (Wight et Arn.) Walp."
1519|"Cyperus clarkei T.Cooke)"
1520|"Ampelocissus tomentosa (B.Heyne et Roth) Planch."
1521|"Cordia wallichii Don"
1522|"Ocimum gratissimum L."
1523|"Diospyros affinis Thwaites"
1525|"Casearia ovata (Lam.) Willd."
1526|"Polygala javana DC."
1527|"Martynia annua (Houstoun in Martyn) L."
1529|"Sida schimperiana Hochst. ex A.Rich."
1532|"Emilia sonchifolia (L.) DC."
1533|"Dicerma biarticulatum DC. ssp. biarticulatum"
1535|"Blainvillea acmella (L.) Philipson"
1536|"Cissampelos pareira L."
1538|"Euphorbia hypericifolia L."
1539|"Aponogeton natans (L.) Engl. et K.Krause"
1540|"Barleria noctiflora L.f."
1541|"Mussaenda hirsutissima (Hook.f.) Hutch. ex Gamble"
1542|"Garnotia elata (Arn. et Miq.) Janowsky"
1543|"Panicum notatum Retz."
1544|"Setaria italica (L.) P.Beauv."
1546|"Cymbopogon citratus (DC.) Stapf"
1548|"Paspalidium flavidum (Retz.) A.Camus"
1550|"Sporobolus maderaspatanus Bor"
1553|"Ipomoea pes-tigridis L."
1554|"Jatropha podagrica Hook."
1555|"Adenium obesum (Forssk.) Roemer et Schult."
1556|"Chamaecrista absus (L.) H.Irwin et Barneby"
1560|"Trianthema triquetra Rottler ex Willd. var. triquetra"
1561|"Angelonia biflora Benth."
1562|"Rungia repens (L.) Nees"
1563|"Sehima nervosum (Rottler) Stapf"
1564|"Rhynchosia viscosa (Roth) DC."
1566|"Eremochloa muricata (Retz.) Hack."
1568|"Triumfetta rotundifolia Lam."
1570|"Ruellia patula Jacq."
1571|"Euphorbia serpens Kunth"
1572|"Rhynchosia minima (L.) DC."
1573|"Grewia orientalis L."
1574|"Melochia nodiflora Sw."
1577|"Chrysopogon verticillatus (Roxb.) Trin. ex Steudel"
1579|"Argyreia osyrensis (Roth) Choisy"
1580|"Brachiaria remota (Retz.) Haines"
1581|"Cyperus tenuiculmis Boeckeler"
1583|"Limnophila polystachya Benth."
1584|"Ottelia alismoides (L.) Pers."
1587|"Pycreus puncticulatus (Vahl) Nees"
1588|"Barleria nitida Nees"
1589|"Stenosiphonium parviflorum T.Anderson"
1590|"Sporobolus wallichii Munro ex Trin."
1591|"Cheilanthes sp."
1595|"Eriocaulon cinereum R.Br."
1596|"Eragrostis minor Host"
1597|"Spinifex littoreus (Burm.f.) Merr."
1599|"Eragrostis riparia (Willd.) Nees"
1600|"Terminalia anogeissiana Gere et Boatwr."
1601|"Crotalaria paniculata Willd."
1602|"Aristida adscensionis L."
1604|"Terminalia chebula Retz."
1607|"Manisuris myuros L."
1610|"Indigofera linifolia (L.f.) Retz."
1611|"Justicia tranquebariensis L.f."
1613|"Chrysopogon aciculatus (Retz.) Trin."
1615|"Cyperus nutans Vahl  ssp. nutans"
1616|"Mnesithea laevis (Retz.) Kunth"
1619|"Zenkeria elegans Trin."
1620|"Decalepis hamiltonii Wight et Arn."
1624|"Naringi crenulata (Roxb.) Nicolson"
1625|"Panicum repens L."
1627|"Kyllinga brevifolia Rottb."
1628|"Fimbristylis sieberiana Kunth"
1631|"Jasminum sessiliflorum Vahl"
1632|"Cyperus corymbosus Rottb."
1633|"Sporobolus coromandelianus (Retz.) Kunth"
1634|"Fuirena trilobites C.B.Clarke"
1638|"Desmodium alysicarpoides van Meeuwen"
1639|"Murdannia nudiflora (L.) Brenan"
1640|"Chloris montana Roxb."
1642|"Andropogon pumilus Roxb."
1643|"Dyschoriste littoralis (L. f.) Nees"
1644|"Crotalaria linifolia L.f."
1645|"Heliotropium zeylanicum (Burm.f.) Lam."
1646|"Chrysopogon orientalis (Desv.) A.Camus"
1647|"Lophopogon tridentatus (Roxb.) Hackel"
1651|"Distimake quinatus (R. Br.) A.R. Simoes et Staples"
1652|"Hewittia malabarica (L.) Suresh"
1654|"Euphorbia tortilis Rottler ex Ainslie"
1655|"Indigofera glabra L."
1656|"Polycarpaea aurea Wight et Arn."
1657|"Trichosanthes cucumerina L."
1658|"Schizaea sp."
1659|"Mitragyna parvifolia (Roxb.) Korth."
1660|"Corchorus tridens L."
1661|"Pycreus pumilus (L.) Nees ex C.B.Clarke"
1662|"Setaria verticillata (L.) P.Beauv."
1664|"Panicum sumatrense Roth ex Roem. et Schult."
1666|"Aristida funiculata Trin. et Rupr."
1667|"Eragrostis japonica (Thunb.) Trin."
1668|"Cynodon dactylon (L.) Pers."
1670|"Mariscus cyperoides (Roxb.) A.Dietr."
1671|"Bauhinia tomentosa L."
1672|"Schizoloma  sp."
1673|"Crotalaria willdenowiana DC."
1674|"Gymnosporia montana (Roth) Benth."
1675|"Trianthema triquetra Rottler ex Willd. var. oblongifolia Gamble"
1676|"Vernonia albicans DC."
1677|"Asystasia crispata Benth."
1678|"Maytenus heyneana (Roth) Raju et Babu"
1679|"Callicarpa tomentosa (L.) Murray"
1680|"Balanophora fungosa J.Forst et G.Forst. ssp. indica (Arn.) B.Hansen var. indica"
1681|"Glinus lotoides L."
1683|"Heliotropium supinum L."
1684|"Dopatrium nudicaule (Willd.) Benth."
1686|"Kedrostis foetidissima (Jacq.) Cogn."
1687|"Rhynchosia suaveolens (L.) DC."
1688|"Momordica charantia L."
1689|"Eriocaulon sp."
1690|"Clerodendrum phlomides L.f."
1691|"Cyperus distans L.f. var. distans"
1693|"Pycreus flavidus (Retz.) T Koyama"
1694|"Lipocarpha gracilis (Rich. ex Pers.) Nees"
1695|"Cyperus maderaspatanus Willd."
1696|"Ficus mysorensis Heyne"
1697|"Nymphaea nouchali Burm.f."
1698|"Hydrilla verticillata (L.f.) Royle"
1699|"Blastania garcinii (Burm.f.) Cogn."
1700|"Ipomoea eriocarpa R.Br."
1701|"Nesaea brevipes Koehne"
1703|"Carissa salicina Lam."
1704|"Meliola memecyli Sydow et Sydow"
1705|"Plumeria rubra L."
1706|"Ficus racemosa L."
1707|"Commiphora caudata (Wight et Arn.) Engl."
1708|"Ficus arnottiana (Miq.) Miq."
1709|"Ficus drupacea Thunb."
1714|"Crinum latifolium L."
1715|"Albizia falcataria (L.) Fosb."
1716|"Striga gesnerioides (Willd.) Vatke"
1717|"Syzygium caryophyllatum (L.) Alston"
1719|"Filicium decipiens (Wight et Arn.) Thwaites"
1722|"Leucas nutans Sprengel"
1723|"Rhynchosia aurea (Willd.) DC."
1725|"Tephrosia hookeriana Wight et Arn."
1726|"Cephaleuros rutescens"
1727|"Acalypha ciliata Forssk."
1728|"Polyalthia coffeoides (Hook.f. et Thomson) Benth. et Hook.f. ex Beddome"
1730|"Corallocarpus epigaeus (Rottler) C.B. Clarke"
1731|"Mollugo cerviana (L.) Ser."
1732|"Celosia pulchella Moq."
1733|"Commelina paleata Hassk."
1735|"Chara sp."
1736|"Nymphaea sp."
1738|"Tritaxis beddomei Benth."
1739|"Senna italica Mill."
1740|"Triplaris surinamensis Cham."
1741|"Simarouba amara Aubl."
1742|"Holmskioldia sanguinea Retz."
1743|"Portlandia grandiflora L."
1746|"Fungus"
1747|"Trichosanthes villosula Cogn."
1748|"Ampelocissus arnottiana Planch."
1749|"Dalbergia lanceolaria L.f."
1750|"Polygala telephioides Willd."
1751|"Iphigenia indica (L.) A.Gray ex Kunth"
1752|"Chamaecrista mimosoides (L.) Greene"
1754|"Crotalaria hirta Willd."
1755|"Jasminum arborescens Roxb."
1756|"Saccharum spontaneum L."
1757|"Arundinella setosa Trin."
1758|"Rhynchosia cana (Willd.) DC."
1759|"Capparis divaricata Lam."
1760|"Memecylon edule Roxb."
1762|"Antidesma ghesaembilla Gaertn."
1764|"Hoppea dichotoma Willd."
1766|"Arundinella setosa Trin. var. setosa"
1767|"Bridelia retusa (L.) Spreng."
1768|"Boswellia serrata Roxb. ex Colebr."
1769|"Mollugo cerviana (L.) Ser. var. spathulifolia Fenzl"
1771|"Ceriops decandra (Griffith) Ding Hou"
1772|"Sesuvium portulacastrum (L.) L."
1774|"Tecticornia indica (Willd.) K.A. Sheph. et Paul G. Wilson"
1776|"Rhizophora apiculata Blume"
1777|"Lumnitzera racemosa Willd."
1778|"Indigofera mysorensis Rottler ex DC."
1779|"Abutilon persicum (Burm.f.) Merr."
1782|"Vetiveria lawsoni (Hook.f.) Blatter et McCann"
1783|"Sacciolepis sp."
1784|"Prunus ceylanica (Wight) Miq."
1786|"Cissampelos pareira L. var. hirsuta (DC.) Forman"
1788|"Celastrus paniculatus Willd."
1790|"Hibiscus lobatus (Murray) Kuntze"
1791|"Cosmostigma racemosum (Roxb.) Wight"
1792|"Orthosiphon thymiflorus (Roth) Sleesen var. thymiflorus"
1796|"Arisaema tortuosum (Wall.) Schott"
1798|"Solanum violaceum Ortega"
1799|"Ficus talboti King"
1803|"Cosmos sulphureus Cav."
1804|"Ficus drupacea Thunb. var. pubescens (Roth) Corner"
1805|"Grevillea robusta A. Cunn. ex R.Br."
1808|"Leucas chinensis (Retz.) R.Br."
1809|"Corchorus trilocularis L."
1813|"Thunbergia fragrans Roxb."
1815|"Rotheca serrata (L.) Steane et Mabb."
1816|"Remusatia vivipara (Roxb.) Schott"
1817|"Impatiens balsamina L."
1818|"Smilax zeylanica L."
1819|"Physalis peruviana L."
1820|"Phyllanthus debilis Klein ex Willd."
1821|"Viscum orientale Willd."
1822|"Lantana indica Roxb."
1823|"Zehneria maysorensis (Wight et Arn.) Arn."
