264|DRYOPTERIDACEAE
265|PTERIDACEAE
267|LINDSAEACEAE
270|FILIACEAE
273|IRIDACEAE
274|JUNCACEAE
275|OLEANDRACEAE
276|SINOPTERIDACEAE
277|GLEICHENIACEAE
278|PLANTAGINACEAE
279|NOTHOLAENACEAE
280|DENNSTAEDTIACEAE
281|ARAUCARIACEAE
282|LAXMANNIACEAE
283|MUSACEAE
284|PAULOWNIACEAE
285|STRELITZIACEAE
286|ZAMIACEAE
287|MELIOSMACEAE
288|STAPHYLEACEAE
289|HYDRANGEACEAE
290|CORNACEAE
291|GISEKIACEAE
292|TALINACEAE
293|CALOPHYLLACEAE
294|ACHARIACEAE
295|CALCEOLARIACEAE
296|LINDERNIACEAE
297|HAMAMELIDACEAE
298|XANTHORRHOEACEAE
299|CANNABACEAE
300|ACORACEAE
301|PHYLLANTHACEAE
302|PUTRANJIVACEAE
303|STEMONURACEAE
304|STEMONURIACEAE
305|PENTAPHYLACACEAE
306|PHRYMACEAE
307|COSTACEAE
308|DAVALLIACEAE
309|HYPODEMATIACEAE
310|LYCOPODIACEAE
311|MUNTINGIACEAE
312|TRENTEPOHLIACEAE
313|SALVINIACEAE
314|ATHYRIACEAE
315|TECTARIACEAE
316|MARATTIACEAE
317|HAEMODORACEAE
